DATA_FREE,CHECK_TIME,TABLE_ROWS,CHECKSUM,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,NODEGROUP,INDEX_LENGTH,TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,PARTITION_NAME,MAX_DATA_LENGTH,TABLESPACE_NAME,PARTITION_METHOD,AVG_ROW_LENGTH,PARTITION_COMMENT,SUBPARTITION_NAME,SUBPARTITION_METHOD,PARTITION_EXPRESSION,PARTITION_DESCRIPTION,SUBPARTITION_EXPRESSION,PARTITION_ORDINAL_POSITION,SUBPARTITION_ORDINAL_POSITION
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_BUFFER_POOL_STATS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CACHED_INDEXES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMP,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMPMEM,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMPMEM_RESET,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMP_PER_INDEX,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMP_PER_INDEX_RESET,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_CMP_RESET,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_COLUMNS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,INNODB_DATAFILES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,INNODB_FIELDS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,INNODB_FOREIGN,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,INNODB_FOREIGN_COLS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_BEING_DELETED,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_CONFIG,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_DEFAULT_STOPWORD,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_DELETED,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_INDEX_CACHE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_FT_INDEX_TABLE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_INDEXES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_METRICS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_SESSION_TEMP_TABLESPACES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_TABLES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_TABLESPACES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,INNODB_TABLESPACES_BRIEF,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_TABLESTATS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_TEMP_TABLE_INFO,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_TRX,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:10,0,NULL,<blank>,0,information_schema,INNODB_VIRTUAL,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,KEYWORDS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,KEY_COLUMN_USAGE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,OPTIMIZER_TRACE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,PARAMETERS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,PARTITIONS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,PLUGINS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,PROCESSLIST,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,PROFILING,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,REFERENTIAL_CONSTRAINTS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,RESOURCE_GROUPS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:05,0,NULL,<blank>,0,information_schema,ROLE_COLUMN_GRANTS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:05,0,NULL,<blank>,0,information_schema,ROLE_ROUTINE_GRANTS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:05,0,NULL,<blank>,0,information_schema,ROLE_TABLE_GRANTS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,ROUTINES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,SCHEMATA,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,SCHEMATA_EXTENSIONS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,SCHEMA_PRIVILEGES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,STATISTICS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,ST_GEOMETRY_COLUMNS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,ST_SPATIAL_REFERENCE_SYSTEMS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,ST_UNITS_OF_MEASURE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLESPACES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLESPACES_EXTENSIONS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLES_EXTENSIONS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLE_CONSTRAINTS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLE_CONSTRAINTS_EXTENSIONS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TABLE_PRIVILEGES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,TRIGGERS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:05,0,NULL,<blank>,0,information_schema,USER_ATTRIBUTES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,USER_PRIVILEGES,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,VIEWS,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,VIEW_ROUTINE_USAGE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,NULL,0,NULL,2020-11-17 13:39:03,0,NULL,<blank>,0,information_schema,VIEW_TABLE_USAGE,def,NULL,0,NULL,NULL,0,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL

